Serial,Order,EndOfPourTimeStamp,Line,Blend,SmartPartNumber
22767484,H001108780-1,1/31/2024 14:15,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767485,H001108780-1,1/31/2024 14:02,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767499,H001108780-1,1/31/2024 14:13,2,29,T24LW-61NV-7V-1202SS-NNNNN-NXT
22767500,H001108780-1,1/31/2024 14:18,2,29,T24LW-61NV-7V-1202SS-NNNNN-NXT
22768969,H001108780-2,1/31/2024 14:18,2,29,B24LW-61NV-7V-0902SS-NNNNN-NXL
22768970,H001108780-2,1/31/2024 4:53,2,29,I21LW-61NV-7V-0902SS-NNNNN-NXN
22768971,H001108780-2,1/31/2024 4:54,2,29,I21LW-61NV-7V-0902SS-NNNNN-NXN
22768972,H001108780-2,1/31/2024 4:53,2,29,I21LW-61NV-7V-0902SS-NNNNN-NXN
22767883,H001108780-3,1/31/2024 13:58,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767884,H001108780-3,1/31/2024 13:54,2,29,T24LW-61NV-7V-1202SS-NNNNN-NXT
22767885,H001108780-3,1/31/2024 13:59,2,29,T24LW-61NV-7V-1202SS-NNNNN-NXT
22719417,H001108786-1,1/23/2024 21:39,2,33,B24HW-T1RS-7V-1600SS-NNNNN-NXL
22719418,H001108786-1,1/23/2024 21:38,2,33,I24HW-T1RS-7V-1600SS-NNNNN-NXN
22719419,H001108786-1,1/23/2024 21:37,2,33,I24HW-T1RS-7V-1600SS-NNNNN-NXN
22719420,H001108786-1,1/23/2024 21:35,2,33,T24HW-T1RS-7V-1600SS-NNNNN-NXN
22689819,H001108787-1,1/17/2024 13:15,1,29,I24LW-61NV-7V-1002NS-NNNNN-NXN
22689820,H001108787-1,1/17/2024 13:14,1,29,I24LW-61NV-7V-1002NS-NNNNN-NXN
22689821,H001108787-1,1/17/2024 13:14,1,29,I24LW-61NV-7V-1002NS-NNNNN-NXN
22689822,H001108787-1,1/17/2024 13:14,1,29,T24LW-61NV-7V-1002NS-NNNNN-NXN
22704526,H001108788-1,1/19/2024 12:49,2,29,B24LD-71NV-7V-1402NS-NNNNN-NXL
22704527,H001108788-1,1/19/2024 12:50,2,29,I24LD-71NV-7V-1402NS-NNNNN-NXN
22704528,H001108788-1,1/19/2024 12:51,2,29,I24LD-71NV-7V-1402NS-NNNNN-NXN
22704529,H001108788-1,1/19/2024 12:51,2,29,I24LD-71NV-7V-1402NS-NNNNN-NXN
22761014,H001108790-1,1/30/2024 10:42,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22761015,H001108790-1,1/30/2024 10:50,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22761016,H001108790-1,1/30/2024 10:37,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22761017,H001108790-1,1/30/2024 10:43,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22778950,H001108793-1,2/5/2024 3:21,2,29,B24LW-71NV-7V-0802NS-NNNNN-NXL
22711311,H001108796-1,1/22/2024 9:14,1,29,I24LK-61US-7V-0900NS-NNNNN-NXN
22711312,H001108796-1,1/22/2024 9:17,1,29,I24LK-61US-7V-0900NS-NNNNN-NXN
22711313,H001108796-1,1/22/2024 9:18,1,29,I24LK-61US-7V-0900NS-NNNNN-NXN
22711314,H001108796-1,1/22/2024 9:17,1,29,I24LK-61US-7V-0900NS-NNNNN-NXN
22719651,H001108797-1,1/23/2024 19:54,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719652,H001108797-1,1/23/2024 19:58,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719653,H001108797-1,1/23/2024 20:01,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719654,H001108797-1,1/23/2024 20:00,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22704576,H001108799-1,1/21/2024 20:09,2,29,B24LW-61RS-7V-1000NS-NNNNN-NXL
22704577,H001108799-1,1/21/2024 20:15,2,29,B24LW-61RS-7V-1000NS-NNNNN-NXL
22704578,H001108799-1,1/21/2024 20:06,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22704579,H001108799-1,1/21/2024 20:38,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22719434,H001108801-1,1/23/2024 2:56,1,33,I24HW-T1NV-7V-2402DD-NNNNN-NXK
22719435,H001108801-1,1/23/2024 2:37,1,33,T24HW-T1NV-7V-2402DD-NNNNN-NXM
22719436,H001108801-1,1/23/2024 2:55,1,33,T24HW-T1NV-7V-2402DD-NNNNN-NXM
22682131,H001108804-1,1/16/2024 21:56,2,29,B21LW-61RS-7V-0900NS-NNNNN-NXL
22682132,H001108804-1,1/16/2024 22:00,2,29,B21LW-61RS-7V-0900NS-NNNNN-NXL
22682133,H001108804-1,1/16/2024 21:57,2,29,I21LW-61RS-7V-0900NS-NNNNN-NXN
22682134,H001108804-1,1/16/2024 22:01,2,29,I21LW-61RS-7V-0900NS-NNNNN-NXN
22679708,H001108812-1,1/16/2024 7:05,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22679709,H001108812-1,1/16/2024 7:06,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22679710,H001108812-1,1/16/2024 7:07,2,29,T24LW-61NV-7V-1202SS-NNNNN-NXT
22696855,H001108814-1,1/18/2024 20:28,2,29,I21LW-61SS-7V-1000NS-NNNNN-NXN
22696856,H001108814-1,1/18/2024 20:30,2,29,I21LW-61SS-7V-1000NS-NNNNN-NXN
22696857,H001108814-1,1/18/2024 20:30,2,29,T21LW-61SS-7V-1000NS-NNNNN-NXN
22696572,H001108819-1,1/18/2024 4:38,2,29,B24LB-71RS-7V-1800NS-NNNNN-NXL
22696573,H001108819-1,1/18/2024 3:37,2,29,I24LB-71RS-7V-1800NS-NNNNN-NXN
22696574,H001108819-1,1/18/2024 3:37,2,29,I24LB-71RS-7V-1800NS-04RCH-N4N
22719333,H001108821-1,1/23/2024 13:19,1,29,I21LW-61GN-7V-0900NS-NNNNN-NXN
22719334,H001108821-1,1/23/2024 13:19,1,29,I21LW-61GN-7V-0900NS-NNNNN-NXN
22719335,H001108821-1,1/23/2024 4:24,2,29,T21LW-61NN-7V-0900NL-02CAR-D5N
22736296,H001108828-1,1/25/2024 12:42,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22736297,H001108828-1,1/25/2024 12:43,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22736298,H001108828-1,1/25/2024 12:44,1,33,T24HW-T1NV-7V-1202SA-NNNNN-NXT
22670566,H001108831-1,1/15/2024 23:24,1,29,B18LK-61NN-7V-1800NS-NNNNN-NXL
22670567,H001108831-1,1/15/2024 23:19,1,29,I18LK-61NN-7V-1800NS-NNNNN-NXN
22670568,H001108831-1,1/15/2024 23:19,1,29,I18LK-61NN-7V-1800NS-NNNNN-NXN
22670569,H001108831-1,1/15/2024 23:20,1,29,I18LK-61NN-7V-1800NS-NNNNN-NXN
22668143,H001108831-2,1/15/2024 23:29,1,29,T18LK-61NN-7V-0800NS-NNNNN-NXN
22680413,H001108834-1,1/16/2024 11:20,2,29,B24LW-61SS-7V-1000NS-NNNNN-NXL
22696471,H001108843-1,1/18/2024 15:42,2,29,I21LD-61NV-7V-0800NS-NNNNN-NXN
22696472,H001108843-1,1/18/2024 15:44,2,29,I21LD-61NV-7V-0800NS-NNNNN-NXN
22696473,H001108843-1,1/18/2024 15:45,2,29,I21LD-61NV-7V-0800NS-NNNNN-NXN
22696474,H001108843-1,1/18/2024 15:44,2,29,T21LD-61NV-7V-0800NS-NNNNN-NXN
22734943,H001108847-1,1/25/2024 21:09,1,33,I21HR-T1SS-7V-0900NS-04STD-N4N
22734944,H001108847-1,1/25/2024 21:08,1,33,I21HR-T1SS-7V-0900NS-04STD-N4N
22734945,H001108847-1,1/25/2024 20:53,1,33,T21HR-T1TS-7V-0900NS-NNNNN-NXN
22734946,H001108847-1,1/25/2024 20:56,1,33,T21HR-T1TS-7V-0900NS-NNNNN-NXN
22667876,H001108848-1,1/18/2024 8:13,2,29,B24LW-61NN-7V-0900NT-NNNNN-NXL
22667877,H001108848-1,1/18/2024 8:12,2,29,I24LW-61NN-7V-0900NT-NNNNN-NXN
22667878,H001108848-1,1/18/2024 8:13,2,29,I24LW-61NN-7V-0900NT-NNNNN-NXN
22667879,H001108848-1,1/18/2024 8:11,2,29,I24LW-61NN-7V-0900NT-NNNNN-NXN
22746777,H001108852-1,1/23/2024 22:19,1,33,B24HQ-T8HN-7V-1800NS-NNNNN-NXL
22719266,H001108852-2,1/23/2024 3:48,1,33,T24HQ-T8NN-7V-0900NL-02CAR-D4N
22735431,H001108856-1,1/26/2024 4:14,1,29,I18LN-69RS-7V-0800NS-NNNNN-NXN
22704192,H001108859-1,1/19/2024 7:25,2,29,I21LW-61SS-7V-0900NS-NNNNN-NXN
22704193,H001108859-1,1/19/2024 7:27,2,29,I21LW-61SS-7V-0900NS-NNNNN-NXN
22704194,H001108859-1,1/19/2024 7:24,2,29,T21LW-61SS-7V-0900NS-NNNNN-NXN
22704195,H001108859-1,1/19/2024 7:26,2,29,T21LW-61SS-7V-0900NS-NNNNN-NXN
22762152,H001108863-1,1/30/2024 3:29,1,29,B24LK-61HN-7V-1400NS-NNNNN-NXL
22762153,H001108863-1,1/30/2024 3:30,1,29,I24LK-61HN-7V-1400NS-NNNNN-NXN
22762154,H001108863-1,1/30/2024 12:46,1,29,I21LK-61HN-7V-1400NS-NNNNN-NXN
22762151,H001108863-3,1/30/2024 12:47,1,29,T21LK-61HN-7V-0600NS-NNNNN-NXN
22719267,H001108864-1,1/23/2024 3:15,1,33,B24HW-T1NV-7V-1202NS-NNNNN-NXL
22719268,H001108864-1,1/23/2024 3:14,1,33,I24HW-T1NV-7V-1202NS-NNNNN-NXN
22719269,H001108864-1,1/23/2024 3:14,1,33,I24HW-T1NV-7V-1202NS-02TLL-NFN
22719270,H001108864-1,1/23/2024 3:13,1,33,I24HW-T1NV-7V-1202NS-NNNNN-NXN
22711345,H001108865-1,1/22/2024 9:48,1,29,T24LM-61NN-7V-0900NL-02CAR-D5N
22711346,H001108865-1,1/22/2024 9:49,1,29,T24LM-61NN-7V-0900NL-02CAR-D5N
22711495,H001108868-1,1/22/2024 21:19,2,16,I21FW-61RS-7V-1600DY-NNNNN-NXN
22711496,H001108868-1,1/22/2024 21:20,2,16,I21FW-61RS-7V-1600DY-NNNNN-NXN
22711497,H001108868-1,1/22/2024 21:17,2,16,T21FW-61RS-7V-1600DY-NNNNN-NXN
22778930,H001108871-2,2/1/2024 19:54,2,29,T21LW-71NN-7V-0900NL-02CAR-I5N
22778931,H001108871-2,2/1/2024 19:54,2,29,T21LW-71NN-7V-0900NL-02CAR-I5N
22778932,H001108871-3,2/5/2024 6:59,1,29,B21LW-71CN-7V-0800NS-NNNNN-NXL
22778933,H001108871-3,2/5/2024 6:58,1,29,I21LW-71CN-7V-0800NS-NNNNN-NXN
22696974,H001108872-1,1/18/2024 11:25,2,29,B24LW-71NV-7V-0902SS-NNNNN-NXL
22696975,H001108872-1,1/18/2024 11:26,2,29,I24LW-71NV-7V-0902SS-NNNNN-NXN
22690203,H001108886-1,1/17/2024 19:15,2,29,B24LW-61NN-7V-1800NS-NNNNN-NXL
22690204,H001108886-1,1/17/2024 19:13,2,29,I24LW-61NN-7V-1800NS-NNNNN-NXN
22690205,H001108886-1,1/17/2024 19:16,2,29,I24LW-61NN-7V-1800NS-NNNNN-NXN
22743324,H001108743-1,1/26/2024 14:14,2,29,T24LW-61NN-7V-1800NL-04CAR-H5A
22744664,H001108746-1,1/29/2024 0:24,1,29,B21LD-61CN-7V-1600NS-NNNNN-NXL
22696680,H001108747-2,1/18/2024 4:08,2,29,I24LB-71SS-7V-1000NS-NNNNN-NXN
22696681,H001108747-2,1/18/2024 4:11,2,29,I24LB-71SS-7V-1000NS-NNNNN-NXN
22696682,H001108747-2,1/18/2024 4:09,2,29,T24LB-71SS-7V-1000NS-NNNNN-NXN
22696683,H001108747-2,1/18/2024 4:11,2,29,T24LB-71SS-7V-1000NS-NNNNN-NXN
22681823,H001108748-1,1/16/2024 15:28,2,29,B24LK-61SS-7V-1600NS-NNNNN-NXL
22681824,H001108748-1,1/16/2024 15:28,2,29,I24LK-61SS-7V-1600NS-NNNNN-NXN
22681825,H001108748-1,1/16/2024 15:29,2,29,I24LK-61SS-7V-1600NS-NNNNN-NXN
22736088,H001108749-1,1/25/2024 11:34,1,33,I24HW-T1NV-7V-1800DD-04TLL-NFN
22736089,H001108749-1,1/25/2024 11:33,1,33,T24HW-T1NV-7V-1800DD-NNNNN-NXT
22736141,H001108754-1,1/25/2024 22:44,1,29,B21LW-71GN-7V-0900NS-NNNNN-NXL
22696847,H001108755-1,1/18/2024 7:34,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22696848,H001108755-1,1/18/2024 7:38,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22696849,H001108755-1,1/18/2024 7:35,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22696850,H001108755-1,1/18/2024 7:39,2,29,I24LW-61RS-7V-1000NS-NNNNN-NXN
22727013,H001108756-1,1/23/2024 22:52,1,29,I24LW-73NN-7V-1202SS-NNNNN-NXN
22727014,H001108756-1,1/23/2024 22:52,1,29,I24LW-73NN-7V-1202SS-03246-NDN
22727015,H001108756-1,1/23/2024 22:55,1,29,I24LW-73NN-7V-1202SS-NNNNN-NXN
22727016,H001108756-1,1/23/2024 22:54,1,29,I24LW-73NN-7V-1202SS-NNNNN-NXN
22736472,H001108757-1,1/25/2024 13:48,1,29,I24LW-71NV-7V-2000DD-NNNNN-NXN
22736473,H001108757-1,1/25/2024 13:49,1,29,I24LW-71NV-7V-2000DD-06TLL-NFN
22736474,H001108757-1,1/25/2024 13:50,1,29,I24LW-71NV-7V-2000DD-NNNNN-NXN
22736475,H001108757-1,1/25/2024 13:50,1,29,T24LW-71NV-7V-2000DD-NNNNN-NXT
22710735,H001108758-1,1/22/2024 4:23,1,29,I24LW-71NV-7V-2002DD-NNNNN-NXN
22710736,H001108758-1,1/22/2024 4:23,1,29,I24LW-71NV-7V-2002DD-NNNNN-NXN
22710737,H001108758-1,1/22/2024 4:28,1,29,I24LW-71NV-7V-2002DD-NNNNN-NXN
22710738,H001108758-1,1/22/2024 4:27,1,29,I24LW-71NV-7V-2002DD-NNNNN-NXN
22689630,H001108759-1,1/17/2024 22:09,1,29,B21LW-61GN-7V-0800NS-NNNNN-NXL
22689510,H001108763-1,1/17/2024 5:12,2,29,I21LW-61NV-7V-1800ND-NNNNN-NXN
22689511,H001108763-1,1/17/2024 6:04,2,29,I21LW-61NV-7V-1800ND-NNNNN-NXN
22689512,H001108763-1,1/17/2024 5:13,2,29,I21LW-61NV-7V-1800ND-NNNNN-NXN
22689513,H001108763-1,1/17/2024 6:04,2,29,I21LW-61NV-7V-1800ND-NNNNN-NXN
22718991,H001108764-1,1/23/2024 6:58,1,29,B21LR-61GN-7V-1000NS-NNNNN-NXL
22718992,H001108764-1,1/23/2024 7:01,1,29,B21LR-61GN-7V-1000NS-NNNNN-NXL
22718993,H001108764-1,1/23/2024 6:55,1,29,I21LR-61GN-7V-1000NS-NNNNN-NXN
22718994,H001108764-1,1/23/2024 6:58,1,29,I21LR-61GN-7V-1000NS-NNNNN-NXN
22719007,H001108764-1,1/23/2024 7:00,1,29,T21LR-61GN-7V-1000NS-NNNNN-NXN
22696730,H001108765-2,1/18/2024 13:18,2,29,I24LK-71NN-7V-1000NL-01CAR-N4N
22696731,H001108765-2,1/18/2024 13:19,2,29,T24LK-71NN-7V-1000NL-NNNNN-NXN
22696732,H001108765-3,1/18/2024 13:10,2,29,B24LK-71NN-7V-1200NL-NNNNN-NXL
22696733,H001108765-3,1/18/2024 13:11,2,29,I24LK-71NN-7V-1200NL-01CAR-N4N
22735569,H001108767-1,1/25/2024 15:12,1,29,B21LF-71GN-7V-0800NS-NNNNN-NXL
22735570,H001108767-1,1/25/2024 15:12,1,29,I21LF-71GN-7V-0800NS-NNNNN-NXN
22735571,H001108767-1,1/25/2024 15:16,1,29,I21LF-71GN-7V-0800NS-NNNNN-NXN
22735572,H001108767-1,1/25/2024 15:17,1,29,T21LF-71NN-7V-0800NL-02CAR-N4N
22736840,H001108768-1,1/25/2024 15:57,2,33,I24HW-T1NV-7V-1402NS-NNNNN-NXN
22734667,H001108770-1,1/24/2024 13:44,1,29,I18LS-61GN-7V-1600NS-NNNNN-NXN
22734668,H001108770-1,1/25/2024 19:45,1,29,T21LS-61GN-7V-1600NS-NNNNN-NXN
22696412,H001108771-1,1/18/2024 14:15,2,29,B24LK-61NN-7V-1600NJ-01CAR-NHL
22696413,H001108771-1,1/18/2024 14:17,2,29,I24LK-61NN-7V-1600NJ-01CAR-NHN
22696414,H001108771-1,1/18/2024 14:17,2,29,I24LK-61NN-7V-1600NJ-01CAR-NHN
22696415,H001108771-1,1/18/2024 14:18,2,29,T24LK-61NN-7V-1600NJ-01CAR-NHN
22690206,H001108886-1,1/17/2024 19:13,2,29,I24LW-61NN-7V-1800NS-NNNNN-NXN
22690207,H001108886-1,1/17/2024 19:17,2,29,I24LW-61NN-7V-1800NS-NNNNN-NXN
22680912,H001108888-1,1/16/2024 11:51,1,29,B21LN-68HN-7V-0900NS-NNNNN-NXL
22680913,H001108888-1,1/16/2024 11:52,1,29,B21LN-68HN-7V-0900NS-NNNNN-NXL
22680914,H001108888-1,1/16/2024 11:51,1,29,I21LN-68HN-7V-0900NS-NNNNN-NXN
22711547,H001108891-1,1/22/2024 14:20,1,29,B21LW-61CN-7V-0900NS-NNNNN-NXL
22711548,H001108891-1,1/22/2024 14:21,1,29,B21LW-61CN-7V-0900NS-NNNNN-NXL
22710743,H001108893-1,1/22/2024 21:57,2,29,T21LW-61NN-7V-1600NL-04CAR-N5A
22696872,H001108898-1,1/18/2024 20:20,2,29,B21LW-61SS-7V-1600NS-NNNNN-NXL
22696873,H001108898-1,1/18/2024 20:15,2,29,I21LW-61SS-7V-1600NS-NNNNN-NXN
22696874,H001108898-1,1/18/2024 20:18,2,29,I21LW-61SS-7V-1600NS-NNNNN-NXN
22696875,H001108898-1,1/18/2024 20:21,2,29,I21LW-61SS-7V-1600NS-NNNNN-NXN
22696888,H001108898-2,1/18/2024 20:49,2,29,T21LW-61SS-7V-0900NS-NNNNN-NXN
22696889,H001108898-2,1/18/2024 20:51,2,29,T21LW-61SS-7V-0900NS-NNNNN-NXN
22711512,H001108899-2,1/22/2024 9:33,1,29,I24LM-61NN-7V-1000NL-NNNNN-NXN
22711513,H001108899-2,1/22/2024 9:33,1,29,T24LM-61NN-7V-1000NL-02CAR-N5N
22689688,H001108901-1,1/17/2024 7:04,2,29,B21LW-61SS-7V-1602NS-NNNNN-NXL
22689689,H001108901-1,1/17/2024 7:04,2,29,I21LW-61SS-7V-1602NS-NNNNN-NXN
22690305,H001108902-1,1/18/2024 3:05,2,29,B24LR-61NV-7V-1202NS-NNNNN-NXL
22690306,H001108902-1,1/18/2024 3:10,2,29,B24LR-61NV-7V-1202NS-NNNNN-NXL
22690307,H001108902-1,1/18/2024 3:05,2,29,I24LR-61NV-7V-1202NS-NNNNN-NXN
22690320,H001108902-2,1/17/2024 9:03,1,29,I24LR-61NV-7V-1002NS-NNNNN-NXN
22690321,H001108902-2,1/17/2024 9:05,1,29,T24LR-61NV-7V-1002NS-NNNNN-NXN
22689702,H001108907-1,1/17/2024 11:07,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22689703,H001108907-1,1/17/2024 11:11,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22689704,H001108907-1,1/17/2024 11:06,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22689705,H001108907-1,1/17/2024 11:06,1,33,I24HW-T1NV-7V-1202SS-NNNNN-NXN
22744836,H001108908-1,1/26/2024 7:46,1,29,B24LD-71NV-7V-2002DD-NNNNN-NXL
22744837,H001108908-1,1/26/2024 7:47,1,29,I24LD-71NV-7V-2002DD-NNNNN-NXN
22744838,H001108908-1,1/26/2024 7:48,1,29,I24LD-71NV-7V-2002DD-06TLL-NFN
22744839,H001108908-1,1/26/2024 7:48,1,29,I24LD-71NV-7V-2002DD-NNNNN-NXN
22744840,H001108908-1,1/26/2024 7:50,1,29,I24LD-71NV-7V-2002DD-NNNNN-NXN
22745655,H001108909-2,1/29/2024 0:19,1,29,I21LS-61SS-7V-1000NS-NNNNN-NXN
22745656,H001108909-2,1/29/2024 0:20,1,29,T21LS-61SS-7V-1000NS-NNNNN-NXN
22743817,H001108909-5,1/28/2024 21:56,2,29,T21LE-61NN-7V-0800NL-02CAR-F5N
22745173,H001108909-6,1/28/2024 20:17,2,29,B24LB-61SS-7V-1000NS-NNNNN-NXL
22745174,H001108909-6,1/28/2024 20:19,2,29,I24LB-61SS-7V-1000NS-NNNNN-NXN
22778913,H001108910-1,2/4/2024 21:59,1,29,I24LG-71HN-7V-1800NS-NNNNN-NXN
22778914,H001108910-1,2/4/2024 21:59,1,29,I24LG-71HN-7V-1800NS-NNNNN-NXN
22778915,H001108910-1,2/5/2024 9:12,2,29,T24LG-71NN-7V-1800NL-04CAR-N4A
22778916,H001108910-2,2/4/2024 21:58,1,29,B24LG-71HN-7V-0800NS-NNNNN-NXL
22726904,H001108911-1,1/24/2024 9:36,2,29,B24LK-61NN-7V-1000NS-NNNNN-NXL
22726905,H001108911-1,1/24/2024 9:33,2,29,I24LK-61NN-7V-1000NS-NNNNN-NXN
22726906,H001108911-1,1/24/2024 9:36,2,29,I24LK-61NN-7V-1000NS-NNNNN-NXN
22726907,H001108911-1,1/24/2024 9:33,2,29,I24LK-61NN-7V-1000NS-NNNNN-NXN
22719437,H001108913-1,1/23/2024 7:20,1,29,B21LQ-68CN-7V-0902NS-NNNNN-NXL
22719484,H001108915-1,1/23/2024 2:49,1,29,I24LW-61HN-7V-0900NS-NNNNN-NXN
22719485,H001108915-1,1/23/2024 2:49,1,29,I24LW-61HN-7V-0900NS-NNNNN-NXN
22719486,H001108915-1,1/23/2024 19:44,2,29,T24LW-61NN-7V-0900NL-02CAR-G5N
22719487,H001108915-1,1/23/2024 19:44,2,29,T24LW-61NN-7V-0900NL-02CAR-G5N
22721573,H001108918-1,1/23/2024 13:55,1,33,I21HW-T1NN-7V-0902NS-NNNNN-NXN
22721574,H001108918-1,1/23/2024 13:55,1,33,I21HW-T1NN-7V-0902NS-NNNNN-NXN
22721575,H001108918-1,1/23/2024 13:54,1,33,I21HW-T1NN-7V-0902NS-NNNNN-NXN
22653011,H001108772-1,1/11/2024 6:39,2,29,B21LW-71SS-7V-0800NS-NNNNN-NXL
22653012,H001108772-1,1/11/2024 6:41,2,29,B21LW-71SS-7V-0800NS-NNNNN-NXL
22653013,H001108772-1,1/11/2024 6:40,2,29,I21LW-71SS-7V-0800NS-NNNNN-NXN
22696696,H001108775-1,1/18/2024 10:37,2,29,I24LW-71RS-7V-0900NS-NNNNN-NXN
22696697,H001108775-1,1/18/2024 10:39,2,29,I24LW-71RS-7V-0900NS-NNNNN-NXN
22696698,H001108775-1,1/18/2024 10:36,2,29,T24LW-71RS-7V-0900NS-NNNNN-NXN
22696699,H001108775-1,1/18/2024 10:38,2,29,T24LW-71RS-7V-0900NS-NNNNN-NXN
22767474,H001108780-1,1/31/2024 14:04,2,29,B24LW-61NV-7V-1202SS-NNNNN-NXL
22767475,H001108780-1,1/31/2024 14:09,2,29,B24LW-61NV-7V-1202SS-NNNNN-NXL
22767476,H001108780-1,1/31/2024 14:14,2,29,B24LW-61NV-7V-1202SS-NNNNN-NXL
22767477,H001108780-1,1/31/2024 14:00,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767490,H001108780-1,1/31/2024 14:07,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767491,H001108780-1,1/31/2024 14:11,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767492,H001108780-1,1/31/2024 14:16,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767493,H001108780-1,1/31/2024 14:03,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767875,H001108780-3,1/31/2024 13:55,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767876,H001108780-3,1/31/2024 13:52,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767877,H001108780-3,1/31/2024 13:56,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22767878,H001108780-3,1/31/2024 13:52,2,29,I24LW-61NV-7V-1202SS-NNNNN-NXN
22696597,H001108781-1,1/18/2024 22:40,2,29,B21LA-61SS-7V-1600NS-NNNNN-NXB
22755041,H001108786-1,1/24/2024 4:15,2,33,I24HW-T1RS-7V-1600SS-NNNNN-NXN
22755042,H001108786-1,1/24/2024 4:13,2,33,I24HW-T1RS-7V-1600SS-NNNNN-NXN
22755043,H001108786-1,1/24/2024 4:12,2,33,B24HW-T1RS-7V-1600SS-NNNNN-NXL
22704534,H001108788-2,1/19/2024 8:48,1,29,I24LD-71NV-7V-1202NS-NNNNN-NXN
22704535,H001108788-2,1/19/2024 8:48,1,29,I24LD-71NV-7V-1202NS-NNNNN-NXN
22704536,H001108788-2,1/19/2024 8:47,1,29,I24LD-71NV-7V-1202NS-NNNNN-NXN
22704537,H001108788-2,1/19/2024 8:49,1,29,I24LD-71NV-7V-1202NS-NNNNN-NXN
22704538,H001108788-2,1/19/2024 8:50,1,29,I24LD-71NV-7V-1202NS-NNNNN-NXN
22761007,H001108790-1,1/30/2024 10:36,2,33,B24HW-T1NV-7V-1200SS-NNNNN-NXL
22761008,H001108790-1,1/30/2024 10:41,2,33,B24HW-T1NV-7V-1200SS-NNNNN-NXL
22761009,H001108790-1,1/30/2024 10:49,2,33,B24HW-T1NV-7V-1200SS-NNNNN-NXL
22761023,H001108790-1,1/30/2024 10:45,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22761024,H001108790-1,1/30/2024 10:54,2,33,I24HW-T1NV-7V-1200SS-NNNNN-NXN
22761025,H001108790-1,1/30/2024 10:40,2,33,T24HW-T1NV-7V-1200SS-NNNNN-NXN
22761026,H001108790-1,1/30/2024 10:45,2,33,T24HW-T1NV-7V-1200SS-NNNNN-NXN
22704201,H001108792-1,1/19/2024 14:39,2,29,B24LW-61SS-7V-1600NS-NNNNN-NXL
22704202,H001108792-1,1/19/2024 14:41,2,29,I24LW-61SS-7V-1600NS-NNNNN-NXN
22704203,H001108792-1,1/19/2024 14:41,2,29,I24LW-61SS-7V-1600NS-NNNNN-NXN
22719659,H001108797-1,1/23/2024 19:58,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719660,H001108797-1,1/23/2024 19:59,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719661,H001108797-1,1/23/2024 20:00,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22719662,H001108797-1,1/23/2024 20:03,1,29,I18LW-61GN-7V-0900SS-NNNNN-NXN
22704585,H001108799-1,1/21/2024 20:14,2,29,T24LW-61RS-7V-1000NS-02RCH-N5N
22704586,H001108799-1,1/21/2024 20:16,2,29,T24LW-61RS-7V-1000NS-02RCH-N5N
22726912,H001108800-1,1/23/2024 21:58,1,29,I24LK-71HN-7V-1802ND-NNNNN-NXN
22726913,H001108800-1,1/23/2024 21:59,1,29,I24LK-71HN-7V-1802ND-NNNNN-NXN
22726914,H001108800-1,1/24/2024 7:27,2,29,T24LK-71NN-7V-1802NM-04CAR-IUG
22719425,H001108801-1,1/23/2024 2:34,1,33,I24HW-T1NV-7V-2402DD-06TLL-NFK
